instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,keterangan,hr,year_month,hum_bin
8489,2011-12-25,1,0,12,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23,hour,9.0,2011-12,Lembap (>60%)
8490,2011-12-25,1,0,12,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43,hour,10.0,2011-12,Lembap (>60%)
8491,2011-12-25,1,0,12,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85,hour,11.0,2011-12,Lembap (>60%)
8492,2011-12-25,1,0,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66,hour,12.0,2011-12,Lembap (>60%)
8493,2011-12-25,1,0,12,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79,hour,13.0,2011-12,Lembap (>60%)
8494,2011-12-25,1,0,12,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86,hour,14.0,2011-12,Lembap (>60%)
8495,2011-12-25,1,0,12,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91,hour,15.0,2011-12,Lembap (>60%)
8496,2011-12-25,1,0,12,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86,hour,16.0,2011-12,Normal (30-60%)
8497,2011-12-25,1,0,12,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44,hour,17.0,2011-12,Lembap (>60%)
8498,2011-12-25,1,0,12,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30,hour,18.0,2011-12,Lembap (>60%)
8499,2011-12-25,1,0,12,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16,hour,19.0,2011-12,Normal (30-60%)
8500,2011-12-25,1,0,12,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,hour,20.0,2011-12,Normal (30-60%)
8501,2011-12-25,1,0,12,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,hour,21.0,2011-12,Normal (30-60%)
8502,2011-12-25,1,0,12,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,hour,22.0,2011-12,Lembap (>60%)
8503,2011-12-25,1,0,12,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,hour,23.0,2011-12,Lembap (>60%)
8504,2011-12-26,1,0,12,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,hour,0.0,2011-12,Lembap (>60%)
8505,2011-12-26,1,0,12,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,hour,1.0,2011-12,Normal (30-60%)
8506,2011-12-26,1,0,12,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,hour,2.0,2011-12,Normal (30-60%)
8507,2011-12-26,1,0,12,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,hour,4.0,2011-12,Normal (30-60%)
8508,2011-12-26,1,0,12,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,hour,5.0,2011-12,Normal (30-60%)
8509,2011-12-26,1,0,12,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,hour,6.0,2011-12,Normal (30-60%)
8510,2011-12-26,1,0,12,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,hour,7.0,2011-12,Normal (30-60%)
8511,2011-12-26,1,0,12,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,hour,8.0,2011-12,Normal (30-60%)
8512,2011-12-26,1,0,12,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,hour,9.0,2011-12,Normal (30-60%)
8513,2011-12-26,1,0,12,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,hour,10.0,2011-12,Normal (30-60%)
8514,2011-12-26,1,0,12,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91,hour,11.0,2011-12,Normal (30-60%)
8515,2011-12-26,1,0,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100,hour,12.0,2011-12,Normal (30-60%)
8516,2011-12-26,1,0,12,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,hour,13.0,2011-12,Normal (30-60%)
8517,2011-12-26,1,0,12,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,hour,14.0,2011-12,Normal (30-60%)
8518,2011-12-26,1,0,12,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,hour,15.0,2011-12,Normal (30-60%)
8519,2011-12-26,1,0,12,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97,hour,16.0,2011-12,Normal (30-60%)
8520,2011-12-26,1,0,12,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97,hour,17.0,2011-12,Normal (30-60%)
8521,2011-12-26,1,0,12,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75,hour,18.0,2011-12,Normal (30-60%)
8522,2011-12-26,1,0,12,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65,hour,19.0,2011-12,Lembap (>60%)
8523,2011-12-26,1,0,12,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56,hour,20.0,2011-12,Normal (30-60%)
8524,2011-12-26,1,0,12,1,1,0,1,0.26,0.303,0.7,0.0,10,39,49,hour,21.0,2011-12,Lembap (>60%)
8525,2011-12-26,1,0,12,1,1,0,1,0.26,0.303,0.7,0.0,5,22,27,hour,22.0,2011-12,Lembap (>60%)
8526,2011-12-26,1,0,12,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,hour,23.0,2011-12,Lembap (>60%)
8527,2011-12-27,1,0,12,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,hour,0.0,2011-12,Lembap (>60%)
8528,2011-12-27,1,0,12,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,hour,1.0,2011-12,Lembap (>60%)
8529,2011-12-27,1,0,12,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,hour,2.0,2011-12,Lembap (>60%)
8530,2011-12-27,1,0,12,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,hour,3.0,2011-12,Lembap (>60%)
8531,2011-12-27,1,0,12,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3,hour,4.0,2011-12,Lembap (>60%)
8532,2011-12-27,1,0,12,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8,hour,5.0,2011-12,Lembap (>60%)
8533,2011-12-27,1,0,12,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35,hour,6.0,2011-12,Lembap (>60%)
8534,2011-12-27,1,0,12,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80,hour,7.0,2011-12,Lembap (>60%)
8535,2011-12-27,1,0,12,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164,hour,8.0,2011-12,Lembap (>60%)
8536,2011-12-27,1,0,12,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104,hour,9.0,2011-12,Lembap (>60%)
8537,2011-12-27,1,0,12,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60,hour,10.0,2011-12,Lembap (>60%)
8538,2011-12-27,1,0,12,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30,hour,11.0,2011-12,Lembap (>60%)
8539,2011-12-27,1,0,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24,hour,12.0,2011-12,Lembap (>60%)
8540,2011-12-27,1,0,12,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20,hour,13.0,2011-12,Lembap (>60%)
8541,2011-12-27,1,0,12,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,hour,14.0,2011-12,Lembap (>60%)
8542,2011-12-27,1,0,12,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19,hour,15.0,2011-12,Lembap (>60%)
8543,2011-12-27,1,0,12,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46,hour,16.0,2011-12,Lembap (>60%)
8544,2011-12-27,1,0,12,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115,hour,17.0,2011-12,Lembap (>60%)
8545,2011-12-27,1,0,12,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,hour,18.0,2011-12,Lembap (>60%)
8546,2011-12-27,1,0,12,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90,hour,19.0,2011-12,Lembap (>60%)
8547,2011-12-27,1,0,12,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69,hour,20.0,2011-12,Lembap (>60%)
8548,2011-12-27,1,0,12,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63,hour,21.0,2011-12,Lembap (>60%)
8549,2011-12-27,1,0,12,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32,hour,22.0,2011-12,Lembap (>60%)
8550,2011-12-27,1,0,12,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,hour,23.0,2011-12,Lembap (>60%)
8551,2011-12-28,1,0,12,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,hour,0.0,2011-12,Lembap (>60%)
8552,2011-12-28,1,0,12,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,hour,1.0,2011-12,Lembap (>60%)
8553,2011-12-28,1,0,12,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7,hour,2.0,2011-12,Lembap (>60%)
8554,2011-12-28,1,0,12,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4,hour,3.0,2011-12,Lembap (>60%)
8555,2011-12-28,1,0,12,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9,hour,5.0,2011-12,Normal (30-60%)
8556,2011-12-28,1,0,12,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43,hour,6.0,2011-12,Normal (30-60%)
8557,2011-12-28,1,0,12,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110,hour,7.0,2011-12,Normal (30-60%)
8558,2011-12-28,1,0,12,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,hour,8.0,2011-12,Normal (30-60%)
8559,2011-12-28,1,0,12,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,hour,9.0,2011-12,Normal (30-60%)
8560,2011-12-28,1,0,12,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96,hour,10.0,2011-12,Normal (30-60%)
8561,2011-12-28,1,0,12,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111,hour,11.0,2011-12,Normal (30-60%)
8562,2011-12-28,1,0,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,hour,12.0,2011-12,Normal (30-60%)
8563,2011-12-28,1,0,12,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,hour,13.0,2011-12,Normal (30-60%)
8564,2011-12-28,1,0,12,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120,hour,14.0,2011-12,Normal (30-60%)
8565,2011-12-28,1,0,12,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117,hour,15.0,2011-12,Normal (30-60%)
8566,2011-12-28,1,0,12,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,hour,16.0,2011-12,Normal (30-60%)
8567,2011-12-28,1,0,12,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,hour,17.0,2011-12,Normal (30-60%)
8568,2011-12-28,1,0,12,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,hour,18.0,2011-12,Normal (30-60%)
8569,2011-12-28,1,0,12,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,hour,19.0,2011-12,Normal (30-60%)
8570,2011-12-28,1,0,12,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,hour,20.0,2011-12,Normal (30-60%)
8571,2011-12-28,1,0,12,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70,hour,21.0,2011-12,Normal (30-60%)
8572,2011-12-28,1,0,12,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33,hour,22.0,2011-12,Normal (30-60%)
8573,2011-12-28,1,0,12,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39,hour,23.0,2011-12,Normal (30-60%)
8574,2011-12-29,1,0,12,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28,hour,0.0,2011-12,Normal (30-60%)
8575,2011-12-29,1,0,12,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15,hour,1.0,2011-12,Normal (30-60%)
8576,2011-12-29,1,0,12,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,hour,2.0,2011-12,Normal (30-60%)
8577,2011-12-29,1,0,12,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2,hour,3.0,2011-12,Normal (30-60%)
8578,2011-12-29,1,0,12,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,hour,4.0,2011-12,Normal (30-60%)
8579,2011-12-29,1,0,12,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,hour,5.0,2011-12,Normal (30-60%)
8580,2011-12-29,1,0,12,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41,hour,6.0,2011-12,Normal (30-60%)
8581,2011-12-29,1,0,12,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,hour,7.0,2011-12,Lembap (>60%)
8582,2011-12-29,1,0,12,0,4,1,2,0.2,0.2576,0.64,0.0,3,207,210,hour,8.0,2011-12,Lembap (>60%)
8583,2011-12-29,1,0,12,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,hour,9.0,2011-12,Lembap (>60%)
8584,2011-12-29,1,0,12,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,hour,10.0,2011-12,Lembap (>60%)
8585,2011-12-29,1,0,12,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,hour,11.0,2011-12,Normal (30-60%)
8586,2011-12-29,1,0,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,hour,12.0,2011-12,Normal (30-60%)
8587,2011-12-29,1,0,12,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,hour,13.0,2011-12,Normal (30-60%)
8588,2011-12-29,1,0,12,0,4,1,2,0.3,0.3333,0.52,0.0,30,112,142,hour,14.0,2011-12,Normal (30-60%)
8589,2011-12-29,1,0,12,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,hour,15.0,2011-12,Normal (30-60%)
8590,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,hour,16.0,2011-12,Normal (30-60%)
8591,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,hour,17.0,2011-12,Lembap (>60%)
8592,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,hour,18.0,2011-12,Normal (30-60%)
8593,2011-12-29,1,0,12,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,hour,19.0,2011-12,Normal (30-60%)
8594,2011-12-29,1,0,12,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,hour,20.0,2011-12,Lembap (>60%)
8595,2011-12-29,1,0,12,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,hour,21.0,2011-12,Lembap (>60%)
8596,2011-12-29,1,0,12,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,hour,22.0,2011-12,Lembap (>60%)
8597,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,hour,23.0,2011-12,Lembap (>60%)
8598,2011-12-30,1,0,12,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,hour,0.0,2011-12,Lembap (>60%)
8599,2011-12-30,1,0,12,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,hour,1.0,2011-12,Lembap (>60%)
8600,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,hour,2.0,2011-12,Lembap (>60%)
8601,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,hour,3.0,2011-12,Lembap (>60%)
8602,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,hour,4.0,2011-12,Lembap (>60%)
8603,2011-12-30,1,0,12,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,hour,5.0,2011-12,Lembap (>60%)
8604,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,hour,6.0,2011-12,Lembap (>60%)
8605,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,hour,7.0,2011-12,Lembap (>60%)
8606,2011-12-30,1,0,12,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,hour,8.0,2011-12,Lembap (>60%)
8607,2011-12-30,1,0,12,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,hour,9.0,2011-12,Lembap (>60%)
8608,2011-12-30,1,0,12,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,hour,10.0,2011-12,Lembap (>60%)
8609,2011-12-30,1,0,12,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,hour,11.0,2011-12,Lembap (>60%)
8610,2011-12-30,1,0,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,hour,12.0,2011-12,Normal (30-60%)
8611,2011-12-30,1,0,12,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,hour,13.0,2011-12,Normal (30-60%)
8612,2011-12-30,1,0,12,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,hour,14.0,2011-12,Normal (30-60%)
8613,2011-12-30,1,0,12,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,hour,15.0,2011-12,Normal (30-60%)
8614,2011-12-30,1,0,12,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,hour,16.0,2011-12,Normal (30-60%)
8615,2011-12-30,1,0,12,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,hour,17.0,2011-12,Normal (30-60%)
8616,2011-12-30,1,0,12,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,hour,18.0,2011-12,Lembap (>60%)
8617,2011-12-30,1,0,12,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,hour,19.0,2011-12,Normal (30-60%)
8618,2011-12-30,1,0,12,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,hour,20.0,2011-12,Lembap (>60%)
8619,2011-12-30,1,0,12,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,hour,21.0,2011-12,Lembap (>60%)
8620,2011-12-30,1,0,12,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,hour,22.0,2011-12,Lembap (>60%)
8621,2011-12-30,1,0,12,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,hour,23.0,2011-12,Lembap (>60%)
8622,2011-12-31,1,0,12,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,hour,0.0,2011-12,Lembap (>60%)
8623,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,hour,1.0,2011-12,Lembap (>60%)
8624,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,hour,2.0,2011-12,Lembap (>60%)
8625,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,hour,3.0,2011-12,Lembap (>60%)
8626,2011-12-31,1,0,12,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,hour,4.0,2011-12,Lembap (>60%)
8627,2011-12-31,1,0,12,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,hour,5.0,2011-12,Lembap (>60%)
8628,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,hour,6.0,2011-12,Lembap (>60%)
8629,2011-12-31,1,0,12,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19,hour,7.0,2011-12,Lembap (>60%)
8630,2011-12-31,1,0,12,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,hour,8.0,2011-12,Lembap (>60%)
8631,2011-12-31,1,0,12,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90,hour,9.0,2011-12,Lembap (>60%)
8632,2011-12-31,1,0,12,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,hour,10.0,2011-12,Lembap (>60%)
8633,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,hour,11.0,2011-12,Lembap (>60%)
8634,2011-12-31,1,0,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,hour,12.0,2011-12,Normal (30-60%)
8635,2011-12-31,1,0,12,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,hour,13.0,2011-12,Normal (30-60%)
8636,2011-12-31,1,0,12,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,hour,14.0,2011-12,Normal (30-60%)
8637,2011-12-31,1,0,12,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,hour,15.0,2011-12,Normal (30-60%)
8638,2011-12-31,1,0,12,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,hour,16.0,2011-12,Normal (30-60%)
8639,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,hour,17.0,2011-12,Normal (30-60%)
8640,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,hour,18.0,2011-12,Normal (30-60%)
8641,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,hour,19.0,2011-12,Normal (30-60%)
8642,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,hour,20.0,2011-12,Normal (30-60%)
8643,2011-12-31,1,0,12,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,hour,21.0,2011-12,Normal (30-60%)
8644,2011-12-31,1,0,12,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,hour,22.0,2011-12,Lembap (>60%)
8645,2011-12-31,1,0,12,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,hour,23.0,2011-12,Lembap (>60%)
8646,2012-01-01,1,1,1,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,hour,0.0,2012-01,Lembap (>60%)
8647,2012-01-01,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,hour,1.0,2012-01,Lembap (>60%)
8648,2012-01-01,1,1,1,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,hour,2.0,2012-01,Lembap (>60%)
8649,2012-01-01,1,1,1,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,hour,3.0,2012-01,Lembap (>60%)
8650,2012-01-01,1,1,1,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,hour,4.0,2012-01,Lembap (>60%)
8651,2012-01-01,1,1,1,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,hour,5.0,2012-01,Lembap (>60%)
8652,2012-01-01,1,1,1,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,hour,6.0,2012-01,Lembap (>60%)
8653,2012-01-01,1,1,1,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,hour,7.0,2012-01,Lembap (>60%)
8654,2012-01-01,1,1,1,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,hour,8.0,2012-01,Lembap (>60%)
8655,2012-01-01,1,1,1,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,hour,9.0,2012-01,Lembap (>60%)
8656,2012-01-01,1,1,1,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,hour,10.0,2012-01,Lembap (>60%)
8657,2012-01-01,1,1,1,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,hour,11.0,2012-01,Lembap (>60%)
8658,2012-01-01,1,1,1,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,hour,12.0,2012-01,Lembap (>60%)
8659,2012-01-01,1,1,1,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,hour,13.0,2012-01,Normal (30-60%)
8660,2012-01-01,1,1,1,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,hour,14.0,2012-01,Normal (30-60%)
8661,2012-01-01,1,1,1,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,hour,15.0,2012-01,Normal (30-60%)
8662,2012-01-01,1,1,1,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,hour,16.0,2012-01,Normal (30-60%)
8663,2012-01-01,1,1,1,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,hour,17.0,2012-01,Normal (30-60%)
8664,2012-01-01,1,1,1,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,hour,18.0,2012-01,Normal (30-60%)
8665,2012-01-01,1,1,1,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,hour,19.0,2012-01,Lembap (>60%)
8666,2012-01-01,1,1,1,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,hour,20.0,2012-01,Lembap (>60%)
8667,2012-01-01,1,1,1,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,hour,21.0,2012-01,Lembap (>60%)
8668,2012-01-01,1,1,1,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,hour,22.0,2012-01,Normal (30-60%)
8669,2012-01-01,1,1,1,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,hour,23.0,2012-01,Normal (30-60%)
8670,2012-01-02,1,1,1,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,hour,0.0,2012-01,Normal (30-60%)
8671,2012-01-02,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,hour,1.0,2012-01,Normal (30-60%)
8672,2012-01-02,1,1,1,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,hour,2.0,2012-01,Normal (30-60%)
8673,2012-01-02,1,1,1,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,hour,4.0,2012-01,Normal (30-60%)
8674,2012-01-02,1,1,1,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,hour,5.0,2012-01,Normal (30-60%)
8675,2012-01-02,1,1,1,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,hour,6.0,2012-01,Normal (30-60%)
8676,2012-01-02,1,1,1,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,hour,7.0,2012-01,Normal (30-60%)
8677,2012-01-02,1,1,1,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,hour,8.0,2012-01,Normal (30-60%)
8678,2012-01-02,1,1,1,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,hour,9.0,2012-01,Normal (30-60%)
8679,2012-01-02,1,1,1,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,hour,10.0,2012-01,Normal (30-60%)
8680,2012-01-02,1,1,1,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,hour,11.0,2012-01,Normal (30-60%)
8681,2012-01-02,1,1,1,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,hour,12.0,2012-01,Normal (30-60%)
8682,2012-01-02,1,1,1,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,hour,13.0,2012-01,Normal (30-60%)
8683,2012-01-02,1,1,1,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,hour,14.0,2012-01,Normal (30-60%)
8684,2012-01-02,1,1,1,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,hour,15.0,2012-01,Normal (30-60%)
8685,2012-01-02,1,1,1,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,hour,16.0,2012-01,Normal (30-60%)
8686,2012-01-02,1,1,1,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,hour,17.0,2012-01,Normal (30-60%)
8687,2012-01-02,1,1,1,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,hour,18.0,2012-01,Normal (30-60%)
